ipa,syl,son,cons,cont,delrel,lat,nas,stri,den,voi,sg,cg,ant,dist,lab,hi,low,fro,ba,rou,reduc,ten,impl,cli,linglab,lon,tonhi,tonce,tonmi,tonris,tonfal,tonconv,stre,strepri
ð̤ʷː,-,-,+,+,-,-,-,-,+,+,+,-,+,+,+,0,0,0,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
z̪̤ʷː,-,-,+,+,-,-,-,+,-,+,+,-,+,+,+,0,0,0,0,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
χʰ,-,-,+,+,-,-,-,0,0,-,+,-,0,0,-,-,-,-,+,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ʁ̤,-,-,+,+,-,-,-,0,0,+,+,-,0,0,-,-,-,-,+,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
χʰː,-,-,+,+,-,-,-,0,0,-,+,-,0,0,-,-,-,-,+,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
χːʰ,-,-,+,+,-,-,-,0,0,-,+,-,0,0,-,-,-,-,+,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ʁ̤ː,-,-,+,+,-,-,-,0,0,+,+,-,0,0,-,-,-,-,+,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
χʰʷ,-,-,+,+,-,-,-,0,0,-,+,-,0,0,+,-,-,-,+,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
χʷʰ,-,-,+,+,-,-,-,0,0,-,+,-,0,0,+,-,-,-,+,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ʁ̤ʷ,-,-,+,+,-,-,-,0,0,+,+,-,0,0,+,-,-,-,+,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
χʷʰː,-,-,+,+,-,-,-,0,0,-,+,-,0,0,+,-,-,-,+,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
χːʰʷ,-,-,+,+,-,-,-,0,0,-,+,-,0,0,+,-,-,-,+,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
χːʷʰ,-,-,+,+,-,-,-,0,0,-,+,-,0,0,+,-,-,-,+,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ʁ̤ʷː,-,-,+,+,-,-,-,0,0,+,+,-,0,0,+,-,-,-,+,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
χʰˤ,-,-,+,+,-,-,-,0,0,-,+,-,0,0,-,-,+,-,+,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ħʰˤ,-,-,+,+,-,-,-,0,0,-,+,-,0,0,-,-,+,-,+,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
xʰˤ,-,-,+,+,-,-,-,0,0,-,+,-,0,0,-,-,+,-,+,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
χˤʰ,-,-,+,+,-,-,-,0,0,-,+,-,0,0,-,-,+,-,+,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
xˤʰ,-,-,+,+,-,-,-,0,0,-,+,-,0,0,-,-,+,-,+,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ħʰ,-,-,+,+,-,-,-,0,0,-,+,-,0,0,-,-,+,-,+,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ʁ̤ˤ,-,-,+,+,-,-,-,0,0,+,+,-,0,0,-,-,+,-,+,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ʕ̤ˤ,-,-,+,+,-,-,-,0,0,+,+,-,0,0,-,-,+,-,+,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ɣ̤ˤ,-,-,+,+,-,-,-,0,0,+,+,-,0,0,-,-,+,-,+,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ʕ̤,-,-,+,+,-,-,-,0,0,+,+,-,0,0,-,-,+,-,+,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
χˤʰː,-,-,+,+,-,-,-,0,0,-,+,-,0,0,-,-,+,-,+,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
xˤʰː,-,-,+,+,-,-,-,0,0,-,+,-,0,0,-,-,+,-,+,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
χʰˤː,-,-,+,+,-,-,-,0,0,-,+,-,0,0,-,-,+,-,+,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ħʰˤː,-,-,+,+,-,-,-,0,0,-,+,-,0,0,-,-,+,-,+,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
xʰˤː,-,-,+,+,-,-,-,0,0,-,+,-,0,0,-,-,+,-,+,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ħʰː,-,-,+,+,-,-,-,0,0,-,+,-,0,0,-,-,+,-,+,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ħːʰ,-,-,+,+,-,-,-,0,0,-,+,-,0,0,-,-,+,-,+,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ʁ̤ˤː,-,-,+,+,-,-,-,0,0,+,+,-,0,0,-,-,+,-,+,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ʕ̤ˤː,-,-,+,+,-,-,-,0,0,+,+,-,0,0,-,-,+,-,+,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ɣ̤ˤː,-,-,+,+,-,-,-,0,0,+,+,-,0,0,-,-,+,-,+,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ʕ̤ː,-,-,+,+,-,-,-,0,0,+,+,-,0,0,-,-,+,-,+,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ʂʰˤ,-,-,+,+,-,-,-,+,-,-,+,-,-,-,-,-,+,-,+,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ʂˤʰ,-,-,+,+,-,-,-,+,-,-,+,-,-,-,-,-,+,-,+,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ʐ̤ˤ,-,-,+,+,-,-,-,+,-,+,+,-,-,-,-,-,+,-,+,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ɻ˔̤ˤ,-,-,+,+,-,-,-,-,-,+,+,-,-,-,-,-,+,-,+,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ɹ̠˔̤ˤ,-,-,+,+,-,-,-,-,-,+,+,-,-,-,-,-,+,-,+,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ʂˤʰː,-,-,+,+,-,-,-,+,-,-,+,-,-,-,-,-,+,-,+,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ʂʰˤː,-,-,+,+,-,-,-,+,-,-,+,-,-,-,-,-,+,-,+,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ʐ̤ˤː,-,-,+,+,-,-,-,+,-,+,+,-,-,-,-,-,+,-,+,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ɻ˔̤ˤː,-,-,+,+,-,-,-,-,-,+,+,-,-,-,-,-,+,-,+,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ɹ̠˔̤ˤː,-,-,+,+,-,-,-,-,-,+,+,-,-,-,-,-,+,-,+,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
çʰˤ,-,-,+,+,-,-,-,-,-,-,+,-,-,+,-,-,+,-,+,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ɧʰˤ,-,-,+,+,-,-,-,+,-,-,+,-,-,+,-,-,+,-,+,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ʃʰˤ,-,-,+,+,-,-,-,+,-,-,+,-,-,+,-,-,+,-,+,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ɕʰˤ,-,-,+,+,-,-,-,+,-,-,+,-,-,+,-,-,+,-,+,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ʃˤʰ,-,-,+,+,-,-,-,+,-,-,+,-,-,+,-,-,+,-,+,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
çˤʰ,-,-,+,+,-,-,-,-,-,-,+,-,-,+,-,-,+,-,+,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ɕˤʰ,-,-,+,+,-,-,-,+,-,-,+,-,-,+,-,-,+,-,+,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ɧˤʰ,-,-,+,+,-,-,-,+,-,-,+,-,-,+,-,-,+,-,+,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ʝ̤ˤ,-,-,+,+,-,-,-,-,-,+,+,-,-,+,-,-,+,-,+,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ʒ̤ˤ,-,-,+,+,-,-,-,+,-,+,+,-,-,+,-,-,+,-,+,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ʑ̤ˤ,-,-,+,+,-,-,-,+,-,+,+,-,-,+,-,-,+,-,+,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
çˤʰː,-,-,+,+,-,-,-,-,-,-,+,-,-,+,-,-,+,-,+,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ʃˤʰː,-,-,+,+,-,-,-,+,-,-,+,-,-,+,-,-,+,-,+,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ɧˤʰː,-,-,+,+,-,-,-,+,-,-,+,-,-,+,-,-,+,-,+,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ɕˤʰː,-,-,+,+,-,-,-,+,-,-,+,-,-,+,-,-,+,-,+,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
çʰˤː,-,-,+,+,-,-,-,-,-,-,+,-,-,+,-,-,+,-,+,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ʃʰˤː,-,-,+,+,-,-,-,+,-,-,+,-,-,+,-,-,+,-,+,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ɧʰˤː,-,-,+,+,-,-,-,+,-,-,+,-,-,+,-,-,+,-,+,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ɕʰˤː,-,-,+,+,-,-,-,+,-,-,+,-,-,+,-,-,+,-,+,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ʝ̤ˤː,-,-,+,+,-,-,-,-,-,+,+,-,-,+,-,-,+,-,+,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ʒ̤ˤː,-,-,+,+,-,-,-,+,-,+,+,-,-,+,-,-,+,-,+,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ʑ̤ˤː,-,-,+,+,-,-,-,+,-,+,+,-,-,+,-,-,+,-,+,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
θ̠ʰˤ,-,-,+,+,-,-,-,-,-,-,+,-,+,-,-,-,+,-,+,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
sʰˤ,-,-,+,+,-,-,-,+,-,-,+,-,+,-,-,-,+,-,+,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
θ̠ˤʰ,-,-,+,+,-,-,-,-,-,-,+,-,+,-,-,-,+,-,+,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
sˤʰ,-,-,+,+,-,-,-,+,-,-,+,-,+,-,-,-,+,-,+,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ð̠̤ˤ,-,-,+,+,-,-,-,-,-,+,+,-,+,-,-,-,+,-,+,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
z̤ˤ,-,-,+,+,-,-,-,+,-,+,+,-,+,-,-,-,+,-,+,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
θ̠ˤʰː,-,-,+,+,-,-,-,-,-,-,+,-,+,-,-,-,+,-,+,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
sˤʰː,-,-,+,+,-,-,-,+,-,-,+,-,+,-,-,-,+,-,+,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
θ̠ʰˤː,-,-,+,+,-,-,-,-,-,-,+,-,+,-,-,-,+,-,+,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
sʰˤː,-,-,+,+,-,-,-,+,-,-,+,-,+,-,-,-,+,-,+,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ð̠̤ˤː,-,-,+,+,-,-,-,-,-,+,+,-,+,-,-,-,+,-,+,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
z̤ˤː,-,-,+,+,-,-,-,+,-,+,+,-,+,-,-,-,+,-,+,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
θʰˤ,-,-,+,+,-,-,-,-,+,-,+,-,+,+,-,-,+,-,+,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
s̪ʰˤ,-,-,+,+,-,-,-,+,-,-,+,-,+,+,-,-,+,-,+,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
θˤʰ,-,-,+,+,-,-,-,-,+,-,+,-,+,+,-,-,+,-,+,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
s̪ˤʰ,-,-,+,+,-,-,-,+,-,-,+,-,+,+,-,-,+,-,+,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ð̤ˤ,-,-,+,+,-,-,-,-,+,+,+,-,+,+,-,-,+,-,+,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
z̪̤ˤ,-,-,+,+,-,-,-,+,-,+,+,-,+,+,-,-,+,-,+,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0
θˤʰː,-,-,+,+,-,-,-,-,+,-,+,-,+,+,-,-,+,-,+,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
s̪ˤʰː,-,-,+,+,-,-,-,+,-,-,+,-,+,+,-,-,+,-,+,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
θʰˤː,-,-,+,+,-,-,-,-,+,-,+,-,+,+,-,-,+,-,+,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
s̪ʰˤː,-,-,+,+,-,-,-,+,-,-,+,-,+,+,-,-,+,-,+,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ð̤ˤː,-,-,+,+,-,-,-,-,+,+,+,-,+,+,-,-,+,-,+,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
z̪̤ˤː,-,-,+,+,-,-,-,+,-,+,+,-,+,+,-,-,+,-,+,0,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ɸʰˤ,-,-,+,+,-,-,-,-,-,-,+,-,0,0,+,-,+,-,+,-,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ɸˤʰ,-,-,+,+,-,-,-,-,-,-,+,-,0,0,+,-,+,-,+,-,0,0,0,-,0,-,0,0,0,0,0,0,0,0
β̤ˤ,-,-,+,+,-,-,-,-,-,+,+,-,0,0,+,-,+,-,+,-,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ɸˤʰː,-,-,+,+,-,-,-,-,-,-,+,-,0,0,+,-,+,-,+,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ɸʰˤː,-,-,+,+,-,-,-,-,-,-,+,-,0,0,+,-,+,-,+,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0
β̤ˤː,-,-,+,+,-,-,-,-,-,+,+,-,0,0,+,-,+,-,+,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0
χʰˤʷ,-,-,+,+,-,-,-,0,0,-,+,-,0,0,+,-,+,-,+,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ħʰˤʷ,-,-,+,+,-,-,-,0,0,-,+,-,0,0,+,-,+,-,+,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
xʰˤʷ,-,-,+,+,-,-,-,0,0,-,+,-,0,0,+,-,+,-,+,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ɸʰˤʷ,-,-,+,+,-,-,-,-,-,-,+,-,0,0,+,-,+,-,+,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
χʰʷˤ,-,-,+,+,-,-,-,0,0,-,+,-,0,0,+,-,+,-,+,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ħʰʷˤ,-,-,+,+,-,-,-,0,0,-,+,-,0,0,+,-,+,-,+,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
xʰʷˤ,-,-,+,+,-,-,-,0,0,-,+,-,0,0,+,-,+,-,+,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ɸʰʷˤ,-,-,+,+,-,-,-,-,-,-,+,-,0,0,+,-,+,-,+,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ħʰʷ,-,-,+,+,-,-,-,0,0,-,+,-,0,0,+,-,+,-,+,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
χʷˤʰ,-,-,+,+,-,-,-,0,0,-,+,-,0,0,+,-,+,-,+,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ħʷˤʰ,-,-,+,+,-,-,-,0,0,-,+,-,0,0,+,-,+,-,+,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
xʷˤʰ,-,-,+,+,-,-,-,0,0,-,+,-,0,0,+,-,+,-,+,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ɸʷˤʰ,-,-,+,+,-,-,-,-,-,-,+,-,0,0,+,-,+,-,+,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ħʷʰ,-,-,+,+,-,-,-,0,0,-,+,-,0,0,+,-,+,-,+,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ʕ̤ʷ,-,-,+,+,-,-,-,0,0,+,+,-,0,0,+,-,+,-,+,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
xʰˤʷː,-,-,+,+,-,-,-,0,0,-,+,-,0,0,+,-,+,-,+,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
χʰˤʷː,-,-,+,+,-,-,-,0,0,-,+,-,0,0,+,-,+,-,+,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ħʰˤʷː,-,-,+,+,-,-,-,0,0,-,+,-,0,0,+,-,+,-,+,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ɸʰˤʷː,-,-,+,+,-,-,-,-,-,-,+,-,0,0,+,-,+,-,+,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
χʰʷˤː,-,-,+,+,-,-,-,0,0,-,+,-,0,0,+,-,+,-,+,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ħʰʷˤː,-,-,+,+,-,-,-,0,0,-,+,-,0,0,+,-,+,-,+,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
xʰʷˤː,-,-,+,+,-,-,-,0,0,-,+,-,0,0,+,-,+,-,+,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ɸʰʷˤː,-,-,+,+,-,-,-,-,-,-,+,-,0,0,+,-,+,-,+,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
χʷˤʰː,-,-,+,+,-,-,-,0,0,-,+,-,0,0,+,-,+,-,+,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ħʷˤʰː,-,-,+,+,-,-,-,0,0,-,+,-,0,0,+,-,+,-,+,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
xʷˤʰː,-,-,+,+,-,-,-,0,0,-,+,-,0,0,+,-,+,-,+,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ɸʷˤʰː,-,-,+,+,-,-,-,-,-,-,+,-,0,0,+,-,+,-,+,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ħʷʰː,-,-,+,+,-,-,-,0,0,-,+,-,0,0,+,-,+,-,+,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ħːʰʷ,-,-,+,+,-,-,-,0,0,-,+,-,0,0,+,-,+,-,+,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ħːʷʰ,-,-,+,+,-,-,-,0,0,-,+,-,0,0,+,-,+,-,+,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ʕ̤ʷː,-,-,+,+,-,-,-,0,0,+,+,-,0,0,+,-,+,-,+,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
fʰˤ,-,-,+,+,-,-,-,+,+,-,+,-,0,+,+,-,+,-,+,-,0,0,0,-,0,-,0,0,0,0,0,0,0,0
fˤʰ,-,-,+,+,-,-,-,+,+,-,+,-,0,+,+,-,+,-,+,-,0,0,0,-,0,-,0,0,0,0,0,0,0,0
v̤ˤ,-,-,+,+,-,-,-,+,+,+,+,-,0,+,+,-,+,-,+,-,0,0,0,-,0,-,0,0,0,0,0,0,0,0
fˤʰː,-,-,+,+,-,-,-,+,+,-,+,-,0,+,+,-,+,-,+,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0
fʰˤː,-,-,+,+,-,-,-,+,+,-,+,-,0,+,+,-,+,-,+,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0
v̤ˤː,-,-,+,+,-,-,-,+,+,+,+,-,0,+,+,-,+,-,+,-,0,0,0,-,0,+,0,0,0,0,0,0,0,0
fʰˤʷ,-,-,+,+,-,-,-,+,+,-,+,-,0,+,+,-,+,-,+,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
fʰʷˤ,-,-,+,+,-,-,-,+,+,-,+,-,0,+,+,-,+,-,+,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
fʷˤʰ,-,-,+,+,-,-,-,+,+,-,+,-,0,+,+,-,+,-,+,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
fʰˤʷː,-,-,+,+,-,-,-,+,+,-,+,-,0,+,+,-,+,-,+,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
fʰʷˤː,-,-,+,+,-,-,-,+,+,-,+,-,0,+,+,-,+,-,+,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
fʷˤʰː,-,-,+,+,-,-,-,+,+,-,+,-,0,+,+,-,+,-,+,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ʂʰˤʷ,-,-,+,+,-,-,-,+,-,-,+,-,-,-,+,-,+,-,+,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ʂʰʷˤ,-,-,+,+,-,-,-,+,-,-,+,-,-,-,+,-,+,-,+,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ʂʷˤʰ,-,-,+,+,-,-,-,+,-,-,+,-,-,-,+,-,+,-,+,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ʂʰˤʷː,-,-,+,+,-,-,-,+,-,-,+,-,-,-,+,-,+,-,+,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ʂʰʷˤː,-,-,+,+,-,-,-,+,-,-,+,-,-,-,+,-,+,-,+,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ʂʷˤʰː,-,-,+,+,-,-,-,+,-,-,+,-,-,-,+,-,+,-,+,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
çʰˤʷ,-,-,+,+,-,-,-,-,-,-,+,-,-,+,+,-,+,-,+,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ʃʰˤʷ,-,-,+,+,-,-,-,+,-,-,+,-,-,+,+,-,+,-,+,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ɧʰˤʷ,-,-,+,+,-,-,-,+,-,-,+,-,-,+,+,-,+,-,+,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ɕʰˤʷ,-,-,+,+,-,-,-,+,-,-,+,-,-,+,+,-,+,-,+,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
çʰʷˤ,-,-,+,+,-,-,-,-,-,-,+,-,-,+,+,-,+,-,+,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ʃʰʷˤ,-,-,+,+,-,-,-,+,-,-,+,-,-,+,+,-,+,-,+,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ɧʰʷˤ,-,-,+,+,-,-,-,+,-,-,+,-,-,+,+,-,+,-,+,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ɕʰʷˤ,-,-,+,+,-,-,-,+,-,-,+,-,-,+,+,-,+,-,+,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
çʷˤʰ,-,-,+,+,-,-,-,-,-,-,+,-,-,+,+,-,+,-,+,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ʃʷˤʰ,-,-,+,+,-,-,-,+,-,-,+,-,-,+,+,-,+,-,+,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ɧʷˤʰ,-,-,+,+,-,-,-,+,-,-,+,-,-,+,+,-,+,-,+,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
ɕʷˤʰ,-,-,+,+,-,-,-,+,-,-,+,-,-,+,+,-,+,-,+,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
çʰˤʷː,-,-,+,+,-,-,-,-,-,-,+,-,-,+,+,-,+,-,+,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ʃʰˤʷː,-,-,+,+,-,-,-,+,-,-,+,-,-,+,+,-,+,-,+,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ɧʰˤʷː,-,-,+,+,-,-,-,+,-,-,+,-,-,+,+,-,+,-,+,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ɕʰˤʷː,-,-,+,+,-,-,-,+,-,-,+,-,-,+,+,-,+,-,+,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
çʰʷˤː,-,-,+,+,-,-,-,-,-,-,+,-,-,+,+,-,+,-,+,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ʃʰʷˤː,-,-,+,+,-,-,-,+,-,-,+,-,-,+,+,-,+,-,+,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ɧʰʷˤː,-,-,+,+,-,-,-,+,-,-,+,-,-,+,+,-,+,-,+,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ɕʰʷˤː,-,-,+,+,-,-,-,+,-,-,+,-,-,+,+,-,+,-,+,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
çʷˤʰː,-,-,+,+,-,-,-,-,-,-,+,-,-,+,+,-,+,-,+,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ʃʷˤʰː,-,-,+,+,-,-,-,+,-,-,+,-,-,+,+,-,+,-,+,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ɧʷˤʰː,-,-,+,+,-,-,-,+,-,-,+,-,-,+,+,-,+,-,+,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
ɕʷˤʰː,-,-,+,+,-,-,-,+,-,-,+,-,-,+,+,-,+,-,+,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
θ̠ʰˤʷ,-,-,+,+,-,-,-,-,-,-,+,-,+,-,+,-,+,-,+,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
sʰˤʷ,-,-,+,+,-,-,-,+,-,-,+,-,+,-,+,-,+,-,+,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
θ̠ʰʷˤ,-,-,+,+,-,-,-,-,-,-,+,-,+,-,+,-,+,-,+,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
sʰʷˤ,-,-,+,+,-,-,-,+,-,-,+,-,+,-,+,-,+,-,+,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
θ̠ʷˤʰ,-,-,+,+,-,-,-,-,-,-,+,-,+,-,+,-,+,-,+,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
sʷˤʰ,-,-,+,+,-,-,-,+,-,-,+,-,+,-,+,-,+,-,+,+,0,0,0,-,0,-,0,0,0,0,0,0,0,0
θ̠ʰˤʷː,-,-,+,+,-,-,-,-,-,-,+,-,+,-,+,-,+,-,+,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
sʰˤʷː,-,-,+,+,-,-,-,+,-,-,+,-,+,-,+,-,+,-,+,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
θ̠ʰʷˤː,-,-,+,+,-,-,-,-,-,-,+,-,+,-,+,-,+,-,+,+,0,0,0,-,0,+,0,0,0,0,0,0,0,0
