ipa,syl,son,cons,cont,delrel,lat,nas,stri,den,voi,sg,cg,ant,dist,lab,hi,low,fro,ba,rou,reduc,ten,impl,cli,linglab,lon,tonhi,tonce,tonmi,tonris,tonfal,tonconv,stre,strepri
ɛ̰ː˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,-,0,-,0,+,+,-,0,-,-,0,0,0
e̞̰ː˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,+,-,0,-,0,+,+,-,0,-,-,0,0,0
ɛ̝̰ː˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,+,-,0,-,0,+,+,-,0,-,-,0,0,0
ḛ̽ː˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,+,-,0,-,0,+,+,-,0,-,-,0,0,0
ɛ̰̽ː˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,+,-,0,-,0,+,+,-,0,-,-,0,0,0
ɛ̰ː˦,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,-,0,-,0,+,+,+,0,-,-,0,0,0
e̞̰ː˦,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,+,-,0,-,0,+,+,+,0,-,-,0,0,0
ɛ̝̰ː˦,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,+,-,0,-,0,+,+,+,0,-,-,0,0,0
ḛ̽ː˦,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,+,-,0,-,0,+,+,+,0,-,-,0,0,0
ɛ̰̽ː˦,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,+,-,0,-,0,+,+,+,0,-,-,0,0,0
ɛ̰ː˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,-,0,-,0,+,0,+,0,-,-,0,0,0
e̞̰ː˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,+,-,0,-,0,+,0,+,0,-,-,0,0,0
ɛ̝̰ː˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,+,-,0,-,0,+,0,+,0,-,-,0,0,0
ḛ̽ː˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,+,-,0,-,0,+,0,+,0,-,-,0,0,0
ɛ̰̽ː˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,+,-,0,-,0,+,0,+,0,-,-,0,0,0
ɛ̰ː˨,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,-,0,-,0,+,-,+,0,-,-,0,0,0
e̞̰ː˨,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,+,-,0,-,0,+,-,+,0,-,-,0,0,0
ɛ̝̰ː˨,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,+,-,0,-,0,+,-,+,0,-,-,0,0,0
ḛ̽ː˨,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,+,-,0,-,0,+,-,+,0,-,-,0,0,0
ɛ̰̽ː˨,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,+,-,0,-,0,+,-,+,0,-,-,0,0,0
ɛ̰ː˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,-,0,-,0,+,-,-,0,-,-,0,0,0
e̞̰ː˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,+,-,0,-,0,+,-,-,0,-,-,0,0,0
ɛ̝̰ː˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,+,-,0,-,0,+,-,-,0,-,-,0,0,0
ḛ̽ː˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,+,-,0,-,0,+,-,-,0,-,-,0,0,0
ɛ̰̽ː˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,+,-,0,-,0,+,-,-,0,-,-,0,0,0
ɛ̰ː˩˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,-,0,-,0,+,+,-,0,+,-,0,0,0
e̞̰ː˩˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,+,-,0,-,0,+,+,-,0,+,-,0,0,0
ɛ̝̰ː˩˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,+,-,0,-,0,+,+,-,0,+,-,0,0,0
ḛ̽ː˩˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,+,-,0,-,0,+,+,-,0,+,-,0,0,0
ɛ̰̽ː˩˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,+,-,0,-,0,+,+,-,0,+,-,0,0,0
ɛ̰ː˧˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,-,0,-,0,+,+,+,0,+,-,0,0,0
e̞̰ː˧˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,+,-,0,-,0,+,+,+,0,+,-,0,0,0
ɛ̝̰ː˧˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,+,-,0,-,0,+,+,+,0,+,-,0,0,0
ḛ̽ː˧˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,+,-,0,-,0,+,+,+,0,+,-,0,0,0
ɛ̰̽ː˧˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,+,-,0,-,0,+,+,+,0,+,-,0,0,0
ɛ̰ː˨˦,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,-,0,-,0,+,0,+,0,+,-,0,0,0
e̞̰ː˨˦,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,+,-,0,-,0,+,0,+,0,+,-,0,0,0
ɛ̝̰ː˨˦,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,+,-,0,-,0,+,0,+,0,+,-,0,0,0
ḛ̽ː˨˦,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,+,-,0,-,0,+,0,+,0,+,-,0,0,0
ɛ̰̽ː˨˦,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,+,-,0,-,0,+,0,+,0,+,-,0,0,0
ɛ̰ː˥˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,-,0,-,0,+,-,-,0,-,+,0,0,0
ɛ̰ː˩˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,-,0,-,0,+,-,+,0,+,-,0,0,0
e̞̰ː˩˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,+,-,0,-,0,+,-,+,0,+,-,0,0,0
ɛ̝̰ː˩˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,+,-,0,-,0,+,-,+,0,+,-,0,0,0
ḛ̽ː˩˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,+,-,0,-,0,+,-,+,0,+,-,0,0,0
ɛ̰̽ː˩˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,+,-,0,-,0,+,-,+,0,+,-,0,0,0
e̞̰ː˥˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,+,-,0,-,0,+,-,-,0,-,+,0,0,0
ɛ̝̰ː˥˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,+,-,0,-,0,+,-,-,0,-,+,0,0,0
ḛ̽ː˥˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,+,-,0,-,0,+,-,-,0,-,+,0,0,0
ɛ̰̽ː˥˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,+,-,0,-,0,+,-,-,0,-,+,0,0,0
ɛ̝̰ː˧˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,+,-,0,-,0,+,-,+,0,-,+,0,0,0
ɛ̰ː˥˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,-,0,-,0,+,+,+,0,-,+,0,0,0
e̞̰ː˥˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,+,-,0,-,0,+,+,+,0,-,+,0,0,0
ɛ̝̰ː˥˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,+,-,0,-,0,+,+,+,0,-,+,0,0,0
ḛ̽ː˥˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,+,-,0,-,0,+,+,+,0,-,+,0,0,0
ɛ̰̽ː˥˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,+,-,0,-,0,+,+,+,0,-,+,0,0,0
ɛ̰ː˦˨,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,-,0,-,0,+,0,+,0,-,+,0,0,0
e̞̰ː˦˨,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,+,-,0,-,0,+,0,+,0,-,+,0,0,0
ɛ̝̰ː˦˨,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,+,-,0,-,0,+,0,+,0,-,+,0,0,0
ḛ̽ː˦˨,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,+,-,0,-,0,+,0,+,0,-,+,0,0,0
ɛ̰̽ː˦˨,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,+,-,0,-,0,+,0,+,0,-,+,0,0,0
ɛ̰ː˧˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,-,0,-,0,+,-,+,0,-,+,0,0,0
e̞̰ː˧˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,+,-,0,-,0,+,-,+,0,-,+,0,0,0
ɛ̰̽ː˧˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,+,-,0,-,0,+,-,+,0,-,+,0,0,0
ḛ̽ː˧˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,+,-,0,-,0,+,-,+,0,-,+,0,0,0
ɛ̰ː,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,-,0,-,0,+,0,0,0,0,0,0,0,0
e̞̰ː,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,+,-,0,-,0,+,0,0,0,0,0,0,0,0
ɛ̝̰ː,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,+,-,0,-,0,+,0,0,0,0,0,0,0,0
ḛ̽ː,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,+,-,0,-,0,+,0,0,0,0,0,0,0,0
ɛ̰̽ː,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,+,-,0,-,0,+,0,0,0,0,0,0,0,0
ḛ˦,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,+,0,-,0,-,+,+,0,-,-,0,0,0
ḛ˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,+,0,-,0,-,+,-,0,-,-,0,0,0
ḛ˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,+,0,-,0,-,0,+,0,-,-,0,0,0
ḛ˨,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,+,0,-,0,-,-,+,0,-,-,0,0,0
ḛ˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,+,0,-,0,-,-,-,0,-,-,0,0,0
ḛ˧˩˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,+,0,-,0,-,-,+,0,+,+,-,0,0
ḛ˩˧˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,+,0,-,0,-,-,+,0,+,+,+,0,0
ḛ˧˩˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,+,0,-,0,-,-,-,0,+,+,-,0,0
ḛˈ,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,+,0,-,0,-,0,0,0,0,0,0,+,+
ḛ˥˧˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,+,0,-,0,-,+,+,0,+,+,-,0,0
ḛˌ,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,+,0,-,0,-,0,0,0,0,0,0,+,-
ḛ˧˨˦,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,+,0,-,0,-,0,+,0,+,+,-,0,0
ḛ˩˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,+,0,-,0,-,+,-,0,+,-,0,0,0
ḛ˧˥˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,+,0,-,0,-,+,-,0,+,+,+,0,0
ḛ˧˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,+,0,-,0,-,-,+,0,-,+,0,0,0
ḛ˧˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,+,0,-,0,-,+,+,0,+,-,0,0,0
ḛ˦˨,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,+,0,-,0,-,0,+,0,-,+,0,0,0
ḛ˧˥˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,+,0,-,0,-,+,+,0,+,+,+,0,0
ḛ˥˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,+,0,-,0,-,+,+,0,-,+,0,0,0
ḛ˥˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,+,0,-,0,-,-,-,0,-,+,0,0,0
ḛ˧˦˨,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,+,0,-,0,-,0,+,0,+,+,+,0,0
ḛ˩˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,+,0,-,0,-,-,+,0,+,-,0,0,0
ḛ˨˦,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,+,0,-,0,-,0,+,0,+,-,0,0,0
ḛ,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,+,0,-,0,-,0,0,0,0,0,0,0,0
eˀ,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,+,0,-,0,-,0,0,0,0,0,0,0,0
ˀe,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,+,0,-,0,-,0,0,0,0,0,0,0,0
ḛː˧˥˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,+,0,-,0,+,+,-,0,+,+,+,0,0
ḛː˧˥˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,+,0,-,0,+,+,+,0,+,+,+,0,0
ḛː˧˦˨,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,+,0,-,0,+,0,+,0,+,+,+,0,0
ḛː˩˧˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,+,0,-,0,+,-,+,0,+,+,+,0,0
ḛː˧˩˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,+,0,-,0,+,-,-,0,+,+,-,0,0
ḛː˥˧˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,+,0,-,0,+,+,+,0,+,+,-,0,0
ḛːˌ,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,+,0,-,0,+,0,0,0,0,0,0,+,-
ḛː˧˨˦,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,+,0,-,0,+,0,+,0,+,+,-,0,0
ḛː˧˩˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,+,0,-,0,+,-,+,0,+,+,-,0,0
ḛːˈ,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,+,0,-,0,+,0,0,0,0,0,0,+,+
ḛː˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,+,0,-,0,+,+,-,0,-,-,0,0,0
ḛː˦,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,+,0,-,0,+,+,+,0,-,-,0,0,0
ḛː˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,+,0,-,0,+,0,+,0,-,-,0,0,0
ḛː˨,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,+,0,-,0,+,-,+,0,-,-,0,0,0
ḛː˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,+,0,-,0,+,-,-,0,-,-,0,0,0
ḛː˩˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,+,0,-,0,+,+,-,0,+,-,0,0,0
ḛː˧˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,+,0,-,0,+,+,+,0,+,-,0,0,0
ḛː˨˦,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,+,0,-,0,+,0,+,0,+,-,0,0,0
ḛː˩˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,+,0,-,0,+,-,+,0,+,-,0,0,0
ḛː˥˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,+,0,-,0,+,-,-,0,-,+,0,0,0
ḛː˥˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,+,0,-,0,+,+,+,0,-,+,0,0,0
ḛː˦˨,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,+,0,-,0,+,0,+,0,-,+,0,0,0
ḛː˧˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,+,0,-,0,+,-,+,0,-,+,0,0,0
ḛː,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,-,-,+,0,-,0,+,0,0,0,0,0,0,0,0
œ̰͑,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,+,-,-,0,-,0,-,0,0,0,0,0,0,0,0
ø̞̰͑,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,+,+,-,0,-,0,-,0,0,0,0,0,0,0,0
œ̝̰͑,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,+,+,-,0,-,0,-,0,0,0,0,0,0,0,0
ø̰̽͑,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,+,+,-,0,-,0,-,0,0,0,0,0,0,0,0
œ̰̽͑,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,+,+,-,0,-,0,-,0,0,0,0,0,0,0,0
ø̰͑,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,+,-,+,-,+,0,-,0,-,0,0,0,0,0,0,0,0
ʌ̰˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,-,-,0,-,0,-,+,-,0,-,-,0,0,0
ɤ̞̰˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,+,-,0,-,-,0,0,0
ɤ̰̽˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,+,-,0,-,-,0,0,0
ʌ̝̰˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,+,-,0,-,-,0,0,0
ʌ̰̽˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,+,-,0,-,-,0,0,0
ʌ̰˦,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,-,-,0,-,0,-,+,+,0,-,-,0,0,0
ɤ̞̰˦,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,+,+,0,-,-,0,0,0
ɤ̰̽˦,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,+,+,0,-,-,0,0,0
ʌ̝̰˦,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,+,+,0,-,-,0,0,0
ʌ̰̽˦,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,+,+,0,-,-,0,0,0
ʌ̰˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,-,-,0,-,0,-,0,+,0,-,-,0,0,0
ɤ̞̰˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,0,+,0,-,-,0,0,0
ɤ̰̽˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,0,+,0,-,-,0,0,0
ʌ̝̰˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,0,+,0,-,-,0,0,0
ʌ̰̽˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,0,+,0,-,-,0,0,0
ʌ̰˨,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,-,-,0,-,0,-,-,+,0,-,-,0,0,0
ɤ̞̰˨,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,-,+,0,-,-,0,0,0
ɤ̰̽˨,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,-,+,0,-,-,0,0,0
ʌ̝̰˨,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,-,+,0,-,-,0,0,0
ʌ̰̽˨,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,-,+,0,-,-,0,0,0
ʌ̰˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,-,-,0,-,0,-,-,-,0,-,-,0,0,0
ɤ̞̰˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,-,-,0,-,-,0,0,0
ɤ̰̽˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,-,-,0,-,-,0,0,0
ʌ̝̰˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,-,-,0,-,-,0,0,0
ʌ̰̽˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,-,-,0,-,-,0,0,0
ʌ̰˧˩˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,-,-,0,-,0,-,-,+,0,+,+,-,0,0
ɤ̞̰˧˩˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,-,+,0,+,+,-,0,0
ɤ̰̽˧˩˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,-,+,0,+,+,-,0,0
ʌ̝̰˧˩˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,-,+,0,+,+,-,0,0
ʌ̰̽˧˩˧,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,-,+,0,+,+,-,0,0
ʌ̰˩˧˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,-,-,0,-,0,-,-,+,0,+,+,+,0,0
ɤ̞̰˩˧˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,-,+,0,+,+,+,0,0
ɤ̰̽˩˧˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,-,+,0,+,+,+,0,0
ʌ̝̰˩˧˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,-,+,0,+,+,+,0,0
ʌ̰̽˩˧˩,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,-,+,0,+,+,+,0,0
ʌ̰˧˩˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,-,-,0,-,0,-,-,-,0,+,+,-,0,0
ɤ̞̰˧˩˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,-,-,0,+,+,-,0,0
ɤ̰̽˧˩˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,-,-,0,+,+,-,0,0
ʌ̝̰˧˩˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,-,-,0,+,+,-,0,0
ʌ̰̽˧˩˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,-,-,0,+,+,-,0,0
ɤ̞̰ˈ,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,0,0,0,0,0,0,+,+
ʌ̰ˈ,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,-,-,0,-,0,-,0,0,0,0,0,0,+,+
ɤ̰̽ˈ,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,0,0,0,0,0,0,+,+
ʌ̝̰ˈ,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,0,0,0,0,0,0,+,+
ʌ̰̽ˈ,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,0,0,0,0,0,0,+,+
ɤ̰̽˥˧˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,+,+,0,+,+,-,0,0
ɤ̞̰˥˧˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,+,+,0,+,+,-,0,0
ʌ̝̰˥˧˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,+,+,0,+,+,-,0,0
ʌ̰̽˥˧˥,+,+,-,+,0,-,-,0,0,+,-,+,0,0,-,-,-,-,+,-,+,-,0,-,0,-,+,+,0,+,+,-,0,0
